,trans_id,local_lower_quanta,m,molec_id,local_iso_id,elower,nu,nu_err,nu_vary,sw,sw_err,sw_vary,sw_scale_factor,sw_1,sw_1_err,sw_1_vary,sw_2,sw_2_err,sw_2_vary,sw_3,sw_3_err,sw_3_vary,sw_4,sw_4_err,sw_4_vary,gamma0_air,gamma0_air_err,gamma0_air_vary,n_gamma0_air,delta0_air,delta0_air_err,delta0_air_vary,n_delta0_air,SD_gamma_air,SD_gamma_air_err,SD_gamma_air_vary,n_gamma2_air,SD_delta_air,SD_delta_air_err,SD_delta_air_vary,n_delta2_air,nuOptRe_air,nuOptRe_air_err,nuOptRe_air_vary,n_nuOptRe_air,nuOptIm_air,nuOptIm_air_err,nuOptIm_air_vary,n_nuOptIm_air,y_air,y_air_err,y_air_vary,n_y_air
0,6281164, R 43Q 44     d,45.0,7,1,2701.4912,13154.09213,0.0,False,0.00013700000000000002,0.0,False,1e-24,0.00013700000000000002,0.0,False,0.00013700000000000002,0.0,False,0.00013700000000000002,0.0,False,0.00013700000000000002,0.0,False,0.02,0.0,False,0.63,-0.01,0.0,False,5e-05,0.1,0.0,False,0.63,0,0.0,False,0,0.006617,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0
1,6297225, R 15R 15     d,16.0,7,1,345.8495,13154.17894,0.0,False,4.369000000000001,0.0,False,1e-24,4.369000000000001,0.0,False,4.369000000000001,0.0,False,4.369000000000001,0.0,False,4.369000000000001,0.0,False,0.04,0.0,False,0.8,-0.007977,0.0,False,2.5e-05,0.1,0.0,False,0.8,0,0.0,False,0,0.006617,0.0,False,0.0,0.0,0.0,False,0.0,-0.00086,0.0,False,3.020137622
2,6281166, R 15R 15     d,,7,3,336.4128,13154.29624,0.0,False,0.00176,0.0,False,1e-24,0.00176,0.0,False,0.00176,0.0,False,0.00176,0.0,False,0.00176,0.0,False,0.0446,0.0,False,0.65,-0.0073,0.0,False,0.0,0.109090145,0.0,False,0.65,0,0.0,False,0,0.006617,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0
3,6281167, R 15R 15     d,,7,2,327.4452,13154.41367,0.0,False,0.00885,0.0,False,1e-24,0.00885,0.0,False,0.00885,0.0,False,0.00885,0.0,False,0.00885,0.0,False,0.0446,0.0,False,0.65,-0.0073,0.0,False,0.0,0.107357514,0.0,False,0.65,0,0.0,False,0,0.006617,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0
4,6281168, R 41R 41     d,42.0,7,1,2462.413,13154.64257,0.0,False,0.0004052,0.0,False,1e-24,0.0004052,0.0,False,0.0004052,0.0,False,0.0004052,0.0,False,0.0004052,0.0,False,0.02,0.0,False,0.63,-0.0105,0.0,False,5e-05,0.1,0.0,False,0.63,0,0.0,False,0,0.006617,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0
5,6281169, R 14Q 15     d,,7,3,292.5252,13155.05735,0.0,False,0.00222,0.0,False,1e-24,0.00222,0.0,False,0.00222,0.0,False,0.00222,0.0,False,0.00222,0.0,False,0.0453,0.0,False,0.66,-0.0074,0.0,False,0.0,0.105973284,0.0,False,0.66,0,0.0,False,0,0.006617,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0
6,6281170, R 14Q 15     d,,7,2,284.6808,13155.20717,0.0,False,0.0111,0.0,False,1e-24,0.0111,0.0,False,0.0111,0.0,False,0.0111,0.0,False,0.0111,0.0,False,0.0453,0.0,False,0.66,-0.0074,0.0,False,0.0,0.104290156,0.0,False,0.66,0,0.0,False,0,0.006617,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0
7,6281171, R 16R 16     d,,7,3,380.9887,13155.5309,0.0,False,0.00151,0.0,False,1e-24,0.00151,0.0,False,0.00151,0.0,False,0.00151,0.0,False,0.00151,0.0,False,0.0439,0.0,False,0.65,-0.0073,0.0,False,0.0,0.109090145,0.0,False,0.65,0,0.0,False,0,0.006617,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0
8,6281172, R 16R 16     d,,7,2,370.8258,13155.61648,0.0,False,0.00764,0.0,False,1e-24,0.00764,0.0,False,0.00764,0.0,False,0.00764,0.0,False,0.00764,0.0,False,0.0439,0.0,False,0.65,-0.0073,0.0,False,0.0,0.107357514,0.0,False,0.65,0,0.0,False,0,0.006617,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0
9,6281173, R 15S 14     q,,7,1,343.9694,13156.05888,0.0,False,5.8800000000000006e-05,0.0,False,1e-24,5.8800000000000006e-05,0.0,False,5.8800000000000006e-05,0.0,False,5.8800000000000006e-05,0.0,False,5.8800000000000006e-05,0.0,False,0.0458,0.0,False,0.67,-0.0074,0.0,False,0.0,0.104550816,0.0,False,0.67,0,0.0,False,0,0.006617,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0
